Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;33.046.142/0001-49;2026-01-01;2;2026-02-20;BTGP SHOPPINGS FII;2019-07-26;INVESTIDORES EM GERAL;BRBPMLCTF006;7441745;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;N;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;33.354.650/0001-94;2026-01-01;2;2026-02-11;AVM FII;2020-04-08;INVESTIDOR QUALIFICADO;BRFAVMCTF008;3459549;N;N;;Outros;Definida;Indeterminado;;31/12;N;N;S;N;N;INTER DTVM LTDA.;18945670000146;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190-131;(31) 3614-5332;;;http://www.bancointer.com.br/inter-dtvm;ri.fii@interdtvm.com.br
Classe;33.554.611/0001-30;2026-01-01;1;2026-02-02;LOTEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-15;INVESTIDOR PROFISSIONAL;BR0JK3CTF001;13852.42453792;S;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
Classe;33.554.611/0001-30;2026-02-01;1;2026-03-03;LOTEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-15;INVESTIDOR PROFISSIONAL;BR0JK3CTF001;13852.42453792;S;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;MONETAR DTVM;12063256000127;Rua Joaquim Floriano, nº 100, 18º andar, Itaim Bibi, SP, CEP 4534000;100;18;ITAIM BIBI;SÃO PAULO;SP;4534000;(011) 3165-6000;;;www.terrainvestimentos.com.br;admfundos@terrainvestimentos.com.br
Classe;33.701.455/0001-93;2026-01-01;1;2026-02-09;FRAM CAPITAL PENHA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-06-09;INVESTIDOR QUALIFICADO;;55.55556023;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;OSLO CAPITAL DTVM;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;04543120;35133144;;;www.oslocapitaldtvm@.com;fiduciario@oslocapitaldtvm.com
Classe;33.701.485/0001-08;2026-01-01;1;2026-02-09;FRAM CAPITAL TESSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-02;INVESTIDOR QUALIFICADO;;20;N;N;;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;OSLO CAPITAL DTVM;13673855000125;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;04543120;35133144;;;www.oslocapitaldtvm.com;fiduciario@oslocapitaldtvm.com
Classe;33.701.501/0001-54;2026-01-01;1;2026-02-12;FII AUREA EXTREMA RESP LTDA;2021-06-28;INVESTIDOR QUALIFICADO E PROFISSIONAL;BR0LTACTF002;64327;N;N;;Logística;Ativa;Indeterminado;;30/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;33.701.887/0001-02;2026-01-01;1;2026-02-10;INTRABANK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-04;INVESTIDORES EM GERAL;BR0EKVCTF002;52522.02003146;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;33.842.871/0001-01;2026-01-01;1;2026-02-09;YORK FII;2019-05-24;INVESTIDOR PROFISSIONAL;BR028UCTF006;133620;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;33.884.145/0001-51;2026-01-01;1;2026-02-10;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII;2019-05-24;INVESTIDORES EM GERAL;BRFLCRCTF004;751844;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;https://www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;33.884.197/0001-28;2026-01-01;1;2026-02-10;SÃO MIGUEL DOS MILAGRES FUNDO DE INVESTIMENTO IMOBILIARIO;2019-08-15;INVESTIDORES EM GERAL;BR0EMLCTF009;28368.55958341;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;34.027.774/0001-28;2026-01-01;1;2026-02-10;FII RB CAPITAL I FOF;2020-02-20;INVESTIDORES EM GERAL;BRRFOFCTF001;767206.99999608;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;34.081.631/0001-02;2026-01-01;1;2026-02-13;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI;2020-02-17;INVESTIDORES EM GERAL;BRHOSICTF009;573450;N;N;;Residencial;Ativa;Indeterminado;;31/12;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;34.081.637/0001-71;2026-01-01;2;2026-02-23;BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO;2020-10-21;INVESTIDORES EM GERAL;BRBLMGCTF005;4674548;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;34.197.700/0001-30;2026-01-01;1;2026-02-13;G5 CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-06;INVESTIDOR QUALIFICADO;BRTCINCTF000;853454.8976;N;N;;Outros;Ativa;Indeterminado;;31/12;S;S;N;S;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;PINHEIROS;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br
Classe;34.197.776/0001-65;2026-01-01;1;2026-02-13;MOGNO HOTEIS FII RL;2019-11-08;INVESTIDORES EM GERAL;BRMGHTCTF005;1313784;N;N;;Hotel;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;34.197.811/0001-46;2026-01-01;1;2026-02-13;VALORA CRI FII RL;2020-03-18;INVESTIDORES EM GERAL;BRVGIPCTF002;11787247;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;34.508.872/0001-87;2026-01-01;1;2026-02-13;URCA PRIME RENDA FI IMOBILIÁRIO;2019-12-10;INVESTIDORES EM GERAL;BRURPRCTF002;11733895;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;34.508.959/0001-54;2026-01-01;2;2026-02-24;FII HECTARE RECEBÍVEIS HIGH GRADE;2021-02-04;INVESTIDORES EM GERAL;BRHCHGCTF001;1200000;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;34.509.007/0001-55;2026-01-01;1;2026-03-03;FII JAPURA;2019-12-19;INVESTIDOR QUALIFICADO;0;772497.18065818;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;34.547.078/0001-42;2026-01-01;1;2026-02-10;FII REAG III;2020-12-14;INVESTIDOR PROFISSIONAL;0;151735.46893692;N;N;;Outros;Ativa;Indeterminado;;31/06;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS SA;34829992000186;Avenida Brigadeiro Faria Lima;2277;17º andar;Jardim Paulistano;São Paulo;SP;01452-000;(11) 3504-6800;;;www.reag.com.br;informeslegais@reag.com.br
Classe;34.598.181/0001-11;2026-01-01;1;2026-02-10;INTER LOGÍSTICO FII;2019-11-28;INVESTIDORES EM GERAL;BRINLGCTF008;4512103;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DTVM LTDA.;18945670000146;AV BARBACENA;1219;21º ANDAR;SANTO AGOSTINHO;Belo Horizonte;MG;30190131;3136145332;;;http://www.bancointer.com.br/inter-dtvm;ri.fii@interdtvm.com.br
Classe;34.691.520/0001-00;2026-01-01;1;2026-02-13;CAPITANIA HBC II FII;2019-09-26;INVESTIDORES EM GERAL;BREVBICTF007;67825745;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;34.691.925/0001-48;2026-01-01;1;2026-02-10;IMMOB III FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-11-27;INVESTIDOR PROFISSIONAL;BRFMOBCTF019;408817;S;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vila Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
Classe;34.736.474/0001-18;2026-01-01;1;2026-02-13;RBR DESENVOLVIMENTO COMERCIAL I FII;2019-08-23;INVESTIDOR PROFISSIONAL;BRRDCICTF005;3054449;N;N;;Multicategoria;Ativa;Determinado;2025-09-25;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;34.736.510/0001-43;2026-01-01;1;2026-02-10;PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-24;INVESTIDORES EM GERAL;BRPEMACTF003;552000;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;34.835.191/0001-23;2026-01-01;1;2026-02-10;INTER RESIDENCE FII;2019-12-09;INVESTIDORES EM GERAL;BRINRDCTF002;1130086;N;N;;Residencial;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTER DTVM LTDA.;18945670000146;AV BARBACENA;1219;21º ANDAR;SANTO AGOSTINHO;Belo Horizonte;MG;30190131;3136145332;;;http://www.bancointer.com.br/inter-dtvm;ri.fii@interdtvm.com.br
Classe;34.847.042/0001-84;2026-01-01;1;2026-02-10;TISHMAN SPEYER RENDA CORPORATIVA FUNDO DE INV IMOBILIÁRIO;2021-03-31;INVESTIDORES EM GERAL;BRTSERCTF006;1485504;N;N;;Escritórios;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;34.867.728/0001-37;2026-01-01;1;2026-02-12;HIRE LOG I  FII RESP LIMITADA;2021-05-03;INVESTIDOR QUALIFICADO;BRHILGCTF000;526253.6212;N;N;;Logística;Definida;Determinado;2031-05-01;31/12;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;34.895.711/0001-93;2026-01-01;1;2026-02-13;CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-10-22;INVESTIDOR QUALIFICADO;;21663.0146;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;34.895.752/0001-80;2026-01-01;1;2026-02-13;BRIO REAL ESTATE III FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-23;INVESTIDORES EM GERAL;BRBRIPCTF001;215475;N;N;;Multicategoria;Ativa;Determinado;2026-10-16;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;34.895.894/0001-47;2026-01-01;1;2026-02-13;VBI OFFICE FUND II FII;2019-12-27;INVESTIDORES EM GERAL;BRBLMOCTF009;994814;N;N;;Escritórios;Ativa;Determinado;2023-12-27;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.360.651/0001-77;2026-01-01;1;2026-02-13;BE IN RIO FII RESP LTDA;2019-11-08;INVESTIDOR QUALIFICADO;BRBRIXCTF005;118735.7149;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.360.687/0001-50;2026-01-01;1;2026-02-13;HSI ATIVOS FINANCEIROS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-09-03;INVESTIDORES EM GERAL;BRHSAFCTF004;2526360;N;N;;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.449.574/0001-26;2026-01-01;1;2026-02-13;LOTE M2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-12-03;INVESTIDOR QUALIFICADO;BR0451CTF007;58162833.23;N;N;;Shoppings;Ativa;Indeterminado;;12/2025;N;N;S;N;N;QORE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.;62264924000152;RUA FIDÊNCIO RAMOS,;302;TORRE B -10 ANDAR CJTO 101;VILA OLÍMPIA;SÃO PAULO;SP;04551-010;(11) 4858-3270;;;qore.com.br;informesregulatorios@qore.com.br
Classe;35.507.262/0001-21;2026-01-01;1;2026-02-12;HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOB;2019-10-14;INVESTIDORES EM GERAL;BRHRECCTF005;51685917;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;35.507.457/0001-71;2026-01-01;1;2026-02-13;PATRIA SECURITIES FII - RESPONSABILIDADE LIMITADA;2022-02-04;INVESTIDORES EM GERAL;BRRVBICTF009;18399378;N;N;;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.507.610/0001-60;2026-01-01;1;2026-02-12;BARZEL CD1 FII RESPONSABILIDADE LIMITADA;2020-11-12;INVESTIDOR PROFISSIONAL;;3538046.45;N;N;;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;OURIBANK S.A. BANCO MULTIPLO;78632767000120;Av. Paulista;1728;Sobreloja, 2º, 3º, 4º, 5º e 7º andares;Bela Vista;São Paulo;SP;01310-919;4081-4402;4081-4576;4081-4444;ouribank.com;admfundos@ouribank.com
Classe;35.586.415/0001-73;2026-01-01;1;2026-02-12;HEDGE SHOPPING PARQUE DOM PEDRO FII;2019-12-17;INVESTIDORES EM GERAL;BRHPDPCTF003;3288000;N;N;;Shoppings;Definida;Indeterminado;;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;35.652.081/0001-99;2026-01-01;2;2026-02-19;GOLDEN LOG FII RL;2020-02-18;INVESTIDOR QUALIFICADO;BR03SPCTF004;341246;N;N;;Multicategoria;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;35.652.102/0001-76;2026-01-01;1;2026-02-13;VBI PRIME FII RL;2020-07-22;INVESTIDORES EM GERAL;BRPVBICTF003;27130067;N;N;;Escritórios;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;35.652.174/0001-13;2026-01-01;1;2026-02-13;FII RBR SPEC OPP RL;2020-08-12;INVESTIDOR PROFISSIONAL;BR04T0CTF001;461030;N;N;;Outros;Ativa;Determinado;2026-08-12;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;35.652.227/0001-04;2026-01-01;1;2026-02-13;FII RB CAP LOG RL;2020-07-10;INVESTIDOR PROFISSIONAL;BR04U5CTF007;640199;N;N;;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;35.652.252/0001-80;2026-01-01;1;2026-02-13;NAVI TOTAL RE FII RL;2020-07-31;INVESTIDORES EM GERAL;BRNAVFCTF006;612282;N;N;;Outros;Ativa;Indeterminado;;30/06;N;N;S;N;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;35.652.278/0001-28;2026-01-01;1;2026-02-13;RAIZZ RENDA LOG FII;2020-09-09;INVESTIDOR QUALIFICADO;BRBRLACTF007;5563126;N;N;;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVICOS FINANCEIROS S/A DTVM;59281253000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22.250-040;55 11 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
Classe;35.688.460/0001-39;2026-01-01;1;2026-02-12;HEDGE PALADIN DESIGN OFFICES FUNDO DE INVESTIMENTO IMOB;2021-06-14;INVESTIDOR QUALIFICADO;BRHDOFCTF007;3370000;N;N;;Escritórios;Ativa;Determinado;2028-10-28;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;35.689.497/0001-81;2026-01-01;1;2026-02-12;HEDGE SEED FUNDO DE INVESTIMENTO IMOBILIÁRIO;2021-07-27;INVESTIDOR PROFISSIONAL;BRSEEDCTF008;1640000;N;N;;Multicategoria;Ativa;Determinado;2026-12-12;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;07253654000176;AVENIDA BRIGADEIRO FARIA LIMA;3600;11º ANDAR CJ 112;ITAIM BIBI;SÃO PAULO;SP;04538-132;(11) 5412-5400;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
Classe;35.689.670/0001-41;2026-01-01;1;2026-02-13;RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FII;2020-02-28;INVESTIDOR PROFISSIONAL;BRRCFFCTF006;323200;N;N;;Outros;Ativa;Determinado;2025-11-22;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.689.733/0001-60;2026-01-01;1;2026-02-10;XLPR FII RESPONSABILIDADE LIMITADA;2020-01-17;INVESTIDORES EM GERAL;BRRRCICTF005;481757;N;N;;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.704.849/0001-20;2026-01-01;1;2026-02-06;MILETO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-02-04;INVESTIDOR PROFISSIONAL;;2201693.4442;N;N;;Multicategoria;Definida;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.705.463/0001-33;2026-01-01;1;2026-02-13;RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-01-02;INVESTIDOR PROFISSIONAL;BRRBRLCTF001;6687035;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.705.542/0001-44;2026-01-01;1;2026-02-10;JACARANDA 02 FUNDO DE INVESTIMENTO IMOBILIARIO FII;2020-01-28;INVESTIDOR QUALIFICADO;BRJCDBCTF007;1042957.2531;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;35.725.659/0001-90;2026-01-01;2;2026-02-18;CAPITAL RS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2020-09-02;INVESTIDOR QUALIFICADO;BR05J1CTF000;37754.86778822;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;62285390000140;AVENIDA REBOUÇAS;2942;7º AO 12º ANDAR;PINHEIROS;SÃO PAULO;SP;05402-500;(11) 2827-3500;;;https://qitech.com.br/dtvm/;fii.adm@qitech.com.br
Classe;35.754.164/0001-99;2026-01-01;1;2026-02-13;PÁTRIA LOGÍSTICA FII;2020-08-05;INVESTIDORES EM GERAL;BRPATLCTF003;4991535;N;N;;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
